,REF_DATE,GEO,Population,Unemployment,Unemployment rate
424,2022-03,Nova Scotia,833.2,35.8,0.04296687469995199
425,2022-03,Ontario,12469.1,435.7,0.0349423775573217
426,2022-03,Prince Edward Island,137.60000000000002,7.9,0.05741279069767441
427,2022-03,Quebec,7131.7,191.4,0.026837920832340118
428,2022-03,Saskatchewan,894.2,30.6,0.034220532319391636
429,2022-04,Alberta,3593.3,153.9,0.042829710850750005
430,2022-04,British Columbia,4415.200000000001,139.3,0.03155009965573473
431,2022-04,Canada,31662.9,1095.7,0.034605168825344486
432,2022-04,Manitoba,1060.4,33.9,0.03196906827612221
433,2022-04,New Brunswick,659.7,25.6,0.03880551765954222
434,2022-04,Newfoundland and Labrador,447.20000000000005,30.4,0.06797853309481215
435,2022-04,Nova Scotia,834.5999999999999,31.3,0.037502995446920685
436,2022-04,Ontario,12482.099999999999,444.2,0.03558696052747535
437,2022-04,Prince Edward Island,138.1,7.3,0.05286024619840695
438,2022-04,Quebec,7136.7,196.2,0.027491697843541132
439,2022-04,Saskatchewan,895.7,33.4,0.03728927096125935
440,2022-05,Alberta,3601.7,145.10000000000002,0.04028653136019103
441,2022-05,British Columbia,4421.0,125.1,0.02829676543768378
442,2022-05,Canada,31705.699999999997,1075.5,0.033921345373229425
443,2022-05,Manitoba,1061.9,31.4,0.029569639325736884
444,2022-05,New Brunswick,661.3,27.9,0.04218962649327083
445,2022-05,Newfoundland and Labrador,447.7,27.0,0.060308242126423946
446,2022-05,Nova Scotia,836.8,35.5,0.04242351816443595
447,2022-05,Ontario,12495.5,447.4,0.035804889760313714
448,2022-05,Prince Edward Island,138.7,7.0,0.05046863734679164
449,2022-05,Quebec,7143.8,200.89999999999998,0.02812228785800274
450,2022-05,Saskatchewan,897.3,28.2,0.03142761618187897
451,2022-06,Alberta,3609.0,130.7,0.03621501801052923
452,2022-06,British Columbia,4426.2,134.39999999999998,0.03036464687542361
453,2022-06,Canada,31745.300000000003,1026.0,0.03231974497012156
454,2022-06,Manitoba,1063.1999999999998,28.2,0.026523702031602713
455,2022-06,New Brunswick,662.6,24.6,0.03712647147600362
456,2022-06,Newfoundland and Labrador,448.1,25.4,0.05668377594286989
457,2022-06,Nova Scotia,838.5999999999999,33.4,0.03982828523730027
458,2022-06,Ontario,12508.5,421.1,0.033665107726745816
459,2022-06,Prince Edward Island,139.2,5.5,0.039511494252873564
460,2022-06,Quebec,7151.1,199.2,0.02785585434408692
461,2022-06,Saskatchewan,898.8,23.5,0.026145972407654653
462,2022-07,Alberta,3616.8,125.0,0.034560937845609374
463,2022-07,British Columbia,4430.1,130.6,0.029480147175007333
464,2022-07,Canada,31782.4,1011.5,0.03182579037454692
465,2022-07,Manitoba,1064.3,27.9,0.026214413229352626
466,2022-07,New Brunswick,664.3,29.8,0.044859250338702396
467,2022-07,Newfoundland and Labrador,448.6,26.6,0.05929558626839055
468,2022-07,Nova Scotia,841.0,33.900000000000006,0.04030915576694412
469,2022-07,Ontario,12519.400000000001,416.5,0.03326836749364985
470,2022-07,Prince Edward Island,139.6,5.699999999999999,0.04083094555873925
471,2022-07,Quebec,7157.8,190.6,0.02662829360976836
472,2022-07,Saskatchewan,900.4,24.8,0.027543314082629944
473,2022-08,Alberta,3627.7,139.7,0.038509248284036714
474,2022-08,British Columbia,4435.1,130.6,0.029446912132759122
475,2022-08,Canada,31831.9,1103.8,0.03467590687329377
476,2022-08,Manitoba,1065.9,38.0,0.035650623885918
477,2022-08,New Brunswick,666.5999999999999,29.7,0.04455445544554456
478,2022-08,Newfoundland and Labrador,449.1,27.9,0.06212424849699398
479,2022-08,Nova Scotia,844.0,41.0,0.0485781990521327
480,2022-08,Ontario,12535.099999999999,461.0,0.03677673093952183
481,2022-08,Prince Edward Island,140.2,6.4,0.04564907275320971
482,2022-08,Quebec,7165.7,201.0,0.028050295156090824
483,2022-08,Saskatchewan,902.6,28.4,0.03146465765566142
484,2022-09,Alberta,3637.8,137.0,0.037660124250920884
485,2022-09,British Columbia,4438.3,124.3,0.02800621859721064
486,2022-09,Canada,31875.6,1073.2,0.03366838584999184
487,2022-09,Manitoba,1067.3000000000002,32.7,0.030638058652674972
488,2022-09,New Brunswick,668.5,27.1,0.04053851907255049
489,2022-09,Newfoundland and Labrador,449.6,25.9,0.057606761565836294
490,2022-09,Nova Scotia,846.2,32.6,0.03852517135428977
491,2022-09,Ontario,12549.8,455.9,0.03632727214776331
492,2022-09,Prince Edward Island,140.4,7.199999999999999,0.05128205128205127
493,2022-09,Quebec,7173.5,204.6,0.028521642155154386
494,2022-09,Saskatchewan,904.4000000000001,25.900000000000002,0.02863777089783282
495,2022-10,Alberta,3648.8,135.7,0.03719030914273185
496,2022-10,British Columbia,4442.799999999999,131.8,0.02966597641127218
497,2022-10,Canada,31927.0,1085.9,0.034011964794687884
498,2022-10,Manitoba,1069.1,33.9,0.0317089140398466
499,2022-10,New Brunswick,670.0,30.3,0.045223880597014925
500,2022-10,Newfoundland and Labrador,449.79999999999995,28.0,0.06224988883948422
501,2022-10,Nova Scotia,848.0999999999999,36.1,0.04256573517273907
502,2022-10,Ontario,12569.599999999999,466.6,0.03712130855397149
503,2022-10,Prince Edward Island,140.7,5.6,0.03980099502487562
504,2022-10,Quebec,7181.6,187.4,0.026094463629274815
505,2022-10,Saskatchewan,906.4,30.299999999999997,0.03342894969108561
506,2022-11,Alberta,3657.2,145.10000000000002,0.039675161325604294
507,2022-11,British Columbia,4444.7,126.0,0.0283483699687268
508,2022-11,Canada,31964.2,1068.2,0.03341863710025591
509,2022-11,Manitoba,1070.2,30.2,0.02821902448140534
510,2022-11,New Brunswick,671.4000000000001,29.200000000000003,0.04349121239201668
511,2022-11,Newfoundland and Labrador,450.20000000000005,27.200000000000003,0.060417592181252776
512,2022-11,Nova Scotia,849.0999999999999,29.8,0.03509598398304087
513,2022-11,Ontario,12585.099999999999,468.2,0.03720272385598843
514,2022-11,Prince Edward Island,140.8,6.6,0.04687499999999999
515,2022-11,Quebec,7187.5,178.9,0.024890434782608696
516,2022-11,Saskatchewan,908.1,27.2,0.029952648386741547
517,2022-12,Alberta,3666.3,143.3,0.039085726754493635
518,2022-12,British Columbia,4448.1,118.7,0.026685551134192124
519,2022-12,Canada,32007.3,1043.4,0.032598813395694114
520,2022-12,Manitoba,1071.6,30.9,0.02883538633818589
521,2022-12,New Brunswick,672.5,32.1,0.047732342007434946
522,2022-12,Newfoundland and Labrador,450.79999999999995,26.5,0.05878438331854482
523,2022-12,Nova Scotia,850.0999999999999,32.4,0.038113163157275615
524,2022-12,Ontario,12601.7,438.6,0.03480482792004253
525,2022-12,Prince Edward Island,141.1,5.1,0.03614457831325301
526,2022-12,Quebec,7195.2,188.6,0.02621191905714921
527,2022-12,Saskatchewan,910.0999999999999,26.9,0.02955719151741567
528,2023-01,Alberta,3678.5,155.9,0.04238140546418377
529,2023-01,British Columbia,4455.2,126.4,0.028371341353923506
530,2023-01,Canada,32070.300000000003,1046.0,0.03261584706098789
531,2023-01,Manitoba,1073.1999999999998,29.6,0.027581065970928072
532,2023-01,New Brunswick,674.3,30.799999999999997,0.045676998368678626
533,2023-01,Newfoundland and Labrador,451.3,31.4,0.06957677819632173
534,2023-01,Nova Scotia,851.8,26.5,0.03111058934022071
535,2023-01,Ontario,12628.2,426.6,0.03378153656103008
536,2023-01,Prince Edward Island,141.5,7.0,0.04946996466431095
537,2023-01,Quebec,7204.5,185.2,0.02570615587480047
538,2023-01,Saskatchewan,912.0,26.5,0.02905701754385965
539,2023-02,Alberta,3689.2,150.8,0.04087607069283314
540,2023-02,British Columbia,4463.4,148.3,0.033225791997132235
541,2023-02,Canada,32130.5,1066.4,0.03318964846485427
542,2023-02,Manitoba,1075.4,33.7,0.03133717686442254
543,2023-02,New Brunswick,675.7,26.0,0.03847861476986828
544,2023-02,Newfoundland and Labrador,452.1,26.3,0.058172970581729704
545,2023-02,Nova Scotia,853.5,30.200000000000003,0.03538371411833627
546,2023-02,Ontario,12653.9,423.6,0.03347584539153937
547,2023-02,Prince Edward Island,142.1,6.8,0.04785362420830401
548,2023-02,Quebec,7211.700000000001,194.3,0.026942329825145248
549,2023-02,Saskatchewan,913.7,26.4,0.02889350990478275
550,2023-03,Alberta,3703.1,148.4,0.040074532148740245
551,2023-03,British Columbia,4476.299999999999,131.5,0.029376940776980994
552,2023-03,Canada,32211.199999999997,1052.9,0.032687388237631634
553,2023-03,Manitoba,1079.0,34.099999999999994,0.03160333642261352
554,2023-03,New Brunswick,677.0999999999999,23.6,0.034854526657805356
555,2023-03,Newfoundland and Labrador,453.0,27.200000000000003,0.06004415011037528
556,2023-03,Nova Scotia,855.5,29.8,0.03483343074225599
557,2023-03,Ontario,12687.1,423.9,0.03341189081823269
558,2023-03,Prince Edward Island,142.60000000000002,6.2,0.04347826086956521
559,2023-03,Quebec,7221.299999999999,199.3,0.027598908783737004
560,2023-03,Saskatchewan,916.3,28.9,0.03153988868274583
561,2023-04,Alberta,3716.5,152.8,0.0411139512982645
562,2023-04,British Columbia,4488.2,145.89999999999998,0.03250746401675504
563,2023-04,Canada,32283.300000000003,1058.1,0.03277545975783144
564,2023-04,Manitoba,1081.8,35.0,0.032353484932519876
565,2023-04,New Brunswick,678.4000000000001,25.1,0.03699882075471698
566,2023-04,Newfoundland and Labrador,453.6,26.599999999999998,0.058641975308641965
567,2023-04,Nova Scotia,857.3,33.5,0.039076169368949025
568,2023-04,Ontario,12716.7,410.1,0.03224893250607469
569,2023-04,Prince Edward Island,143.3,6.8,0.04745289602233077
570,2023-04,Quebec,7228.9,193.0,0.02669839117984756
571,2023-04,Saskatchewan,918.5,29.599999999999998,0.032226456178551986
572,2023-05,Alberta,3732.7,146.5,0.03924772952554451
573,2023-05,British Columbia,4500.1,146.3,0.03251038865802982
574,2023-05,Canada,32365.8,1093.0,0.03377021423848631
575,2023-05,Manitoba,1084.2,34.8,0.03209739900387382
576,2023-05,New Brunswick,680.4,25.1,0.03689006466784245
577,2023-05,Newfoundland and Labrador,454.3,26.700000000000003,0.058771736737838434
578,2023-05,Nova Scotia,860.0999999999999,29.9,0.03476339960469713
579,2023-05,Ontario,12749.7,463.9,0.03638516984713366
580,2023-05,Prince Edward Island,144.0,7.0,0.04861111111111111
581,2023-05,Quebec,7239.5,186.2,0.025720008287865182
582,2023-05,Saskatchewan,920.5999999999999,26.8,0.029111449054964156
583,2023-06,Alberta,3748.3,149.0,0.039751353947122696
584,2023-06,British Columbia,4513.2,163.9,0.03631569618009395
585,2023-06,Canada,32449.4,1147.1,0.035350422503960005
586,2023-06,Manitoba,1087.1,31.6,0.029068163002483677
587,2023-06,New Brunswick,682.4000000000001,26.2,0.0383939038686987
588,2023-06,Newfoundland and Labrador,454.9,22.8,0.05012090569355903
589,2023-06,Nova Scotia,862.5999999999999,34.1,0.03953164850452122
590,2023-06,Ontario,12784.400000000001,476.8,0.03729545383436062
591,2023-06,Prince Edward Island,144.5,7.7,0.053287197231833915
592,2023-06,Quebec,7248.9,205.9,0.02840430961939053
593,2023-06,Saskatchewan,922.9000000000001,29.200000000000003,0.03163939755119731
