REF_DATE,GEO,male population(1000),female population(1000),male labour force(1000),female labour force(1000),male fulltime employments(1000),female fulltime employments(1000),male unemployed(1000),female unemployed(1000),male unemployment rate(%),female unemployment rate(%),male participation rate(%),female participation rate(%),male employment rate(%),female employment rate(%)
2019-03,Saskatchewan,442.9,438.4,330.2,277.7,276.8,195.2,17.2,13.9,5.2,5.0,74.6,63.3,5.2,5.0
2019-04,Alberta,1722.9,1718.1,1334.3,1142.4,1103.4,792.6,90.8,69.0,6.8,6.0,77.4,66.5,6.8,6.0
2019-04,British Columbia,2074.7,2148.6,1465.7,1346.6,1181.9,922.4,71.1,64.1,4.9,4.8,70.6,62.7,4.9,4.8
2019-04,Canada,15105.8,15483.6,10703.3,9576.8,8727.0,6712.9,648.4,515.3,6.1,5.4,70.9,61.9,6.1,5.4
2019-04,Manitoba,514.4,522.6,374.3,323.8,311.2,221.0,19.9,15.7,5.3,4.8,72.8,62.0,5.3,4.8
2019-04,New Brunswick,313.9,327.2,205.3,187.9,166.1,136.9,19.7,12.6,9.6,6.7,65.4,57.4,9.6,6.7
2019-04,Newfoundland and Labrador,219.2,226.4,139.4,124.0,107.8,87.5,19.1,12.6,13.7,10.2,63.6,54.8,13.7,10.2
2019-04,Nova Scotia,387.9,415.3,251.7,246.5,201.6,172.9,21.6,14.3,8.6,5.8,64.9,59.4,8.6,5.8
2019-04,Ontario,5889.6,6111.2,4152.7,3722.8,3386.8,2609.0,246.3,223.9,5.9,6.0,70.5,60.9,5.9,6.0
2019-04,Prince Edward Island,63.6,66.1,45.4,41.6,36.0,31.1,4.8,2.9,10.6,7.0,71.4,62.9,10.6,7.0
2019-04,Quebec,3476.6,3509.4,2401.6,2162.8,1953.1,1543.1,135.1,86.6,5.6,4.0,69.1,61.6,5.6,4.0
2019-04,Saskatchewan,443.1,438.6,333.1,278.3,279.1,196.4,20.0,13.7,6.0,4.9,75.2,63.5,6.0,4.9
2019-05,Alberta,1725.0,1720.5,1330.2,1143.3,1085.9,787.8,103.5,62.7,7.8,5.5,77.1,66.5,7.8,5.5
2019-05,British Columbia,2078.3,2152.4,1469.2,1354.8,1193.1,920.9,62.1,64.4,4.2,4.8,70.7,62.9,4.2,4.8
2019-05,Canada,15126.9,15503.5,10680.9,9554.0,8725.6,6747.0,632.9,469.7,5.9,4.9,70.6,61.6,5.9,4.9
2019-05,Manitoba,514.9,523.2,375.1,323.7,307.3,222.8,21.4,14.5,5.7,4.5,72.8,61.9,5.7,4.5
2019-05,New Brunswick,314.3,327.5,207.0,187.5,168.3,139.8,19.5,10.3,9.4,5.5,65.9,57.3,9.4,5.5
2019-05,Newfoundland and Labrador,219.2,226.4,138.5,123.2,106.4,89.6,19.5,12.7,14.1,10.3,63.2,54.4,14.1,10.3
2019-05,Nova Scotia,388.4,415.7,253.7,247.0,204.6,173.3,20.0,14.5,7.9,5.9,65.3,59.4,7.9,5.9
2019-05,Ontario,5899.5,6120.4,4129.8,3705.9,3392.7,2648.4,222.8,185.7,5.4,5.0,70.0,60.5,5.4,5.0
2019-05,Prince Edward Island,63.8,66.3,45.4,41.1,36.0,31.2,5.2,2.3,11.5,5.6,71.2,62.0,11.5,5.6
2019-05,Quebec,3480.1,3512.2,2402.9,2149.5,1956.3,1535.8,140.8,88.6,5.9,4.1,69.0,61.2,5.9,4.1
2019-05,Saskatchewan,443.4,438.9,329.1,278.1,275.0,197.5,18.1,13.9,5.5,5.0,74.2,63.4,5.5,5.0
2019-06,Alberta,1727.4,1723.2,1332.2,1147.9,1107.6,802.2,97.6,67.7,7.3,5.9,77.1,66.6,7.3,5.9
2019-06,British Columbia,2082.0,2156.2,1469.7,1355.6,1187.9,918.3,72.9,60.6,5.0,4.5,70.6,62.9,5.0,4.5
2019-06,Canada,15149.6,15525.3,10695.7,9580.4,8728.0,6787.6,649.1,482.1,6.1,5.0,70.6,61.7,6.1,5.0
2019-06,Manitoba,515.6,524.0,377.0,324.7,307.9,225.1,23.5,15.1,6.2,4.7,73.1,62.0,6.2,4.7
2019-06,New Brunswick,314.6,327.8,206.8,191.0,166.4,142.5,19.7,13.2,9.5,6.9,65.7,58.3,9.5,6.9
2019-06,Newfoundland and Labrador,219.2,226.5,139.0,123.8,108.1,89.6,20.3,13.0,14.6,10.5,63.4,54.7,14.6,10.5
2019-06,Nova Scotia,389.1,416.4,254.1,249.8,203.5,176.2,21.4,14.0,8.4,5.6,65.3,60.0,8.4,5.6
2019-06,Ontario,5910.3,6130.6,4132.5,3721.7,3380.5,2644.8,231.2,194.6,5.6,5.2,69.9,60.7,5.6,5.2
2019-06,Prince Edward Island,63.9,66.4,45.4,41.9,36.2,31.2,5.2,2.7,11.5,6.4,71.0,63.1,11.5,6.4
2019-06,Quebec,3483.9,3515.0,2408.8,2146.1,1954.8,1560.3,139.8,88.1,5.8,4.1,69.1,61.1,5.8,4.1
2019-06,Saskatchewan,443.8,439.2,330.2,277.9,275.2,197.5,17.6,13.1,5.3,4.7,74.4,63.3,5.3,4.7
2019-07,Alberta,1730.2,1726.4,1344.6,1147.1,1093.4,795.2,107.0,69.9,8.0,6.1,77.7,66.4,8.0,6.1
2019-07,British Columbia,2086.2,2160.9,1465.7,1347.5,1193.1,890.9,69.3,63.1,4.7,4.7,70.3,62.4,4.7,4.7
2019-07,Canada,15175.7,15551.3,10712.9,9582.2,8728.1,6777.5,654.8,512.5,6.1,5.3,70.6,61.6,6.1,5.3
2019-07,Manitoba,516.3,524.8,375.8,324.2,305.8,222.2,24.0,16.8,6.4,5.2,72.8,61.8,6.4,5.2
2019-07,New Brunswick,315.1,328.2,207.4,190.1,164.1,139.9,22.0,14.5,10.6,7.6,65.8,57.9,10.6,7.6
2019-07,Newfoundland and Labrador,219.1,226.5,139.4,124.7,108.0,89.0,19.9,13.3,14.3,10.7,63.6,55.1,14.3,10.7
2019-07,Nova Scotia,389.6,417.0,253.1,250.0,203.4,176.1,20.8,16.5,8.2,6.6,65.0,60.0,8.2,6.6
2019-07,Ontario,5922.6,6142.6,4144.9,3716.8,3382.4,2673.1,239.6,207.1,5.8,5.6,70.0,60.5,5.8,5.6
